8979,17df2fbc086745c1,I am going to kill you. I am going to murder you. I am going to kill you. I am going to murder you. I am going to kill you. I am going to murder you. I am going to kill you. I am going to murder you. I am going to kill you. I am going to murder you. I am going to kill you. I am going to murder you. I am going to kill you. I am going to murder you. I am going to kill you. I am going to murder you. I am going to kill you. I am going to murder you. I am going to kill you. I am going to murder you. I am going to kill you. I am going to murder you. I am going to kill you. I am going to murder you. I am going to kill you. I am going to murder you. I am going to kill you. I am going to murder you. I am going to kill you. I am going to murder you. I am going to kill you. I am going to murder you. I am going to kill you. I am going to murder you. I am going to kill you. I am going to murder you. I am going to kill you. I am going to murder you. I am going to kill you. I am going to murder you. I am going to kill you. I am going to murder you. I am going to kill you. I am going to murder you. I am going to kill you. I am going to murder you. I am going to kill you. I am going to murder you. I am going to kill you. I am going to murder you. I am going to kill you. I am going to murder you. I am going to kill you. I am going to murder you. I am going to kill you. I am going to murder you. I am going to kill you. I am going to murder you. I am going to kill you. I am going to murder you. I am going to kill you. I am going to murder you. I am going to kill you. I am going to murder you. I am going to kill you. I am going to murder you. I am going to kill you. I am going to murder you. I am going to kill you. I am going to murder you. I am going to kill you. I am going to murder you. I am going to kill you. I am going to murder you. I am going to kill you. I am going to murder you. I am going to kill you. I am going to murder you. I am going to kill you. I am going to murder you. I am going to kill you. I am going to murder you. I am going to kill you. I am going to murder you. I am going to kill you. I am going to murder you. I am going to kill you. I am going to murder you. I am going to kill you. I am going to murder you. I am going to kill you. I am going to murder you. I am going to kill you. I am going to murder you. I am going to kill you. I am going to murder you. I am going to kill you. I am going to murder you. I am going to kill you. I am going to murder you. I am going to kill you. I am going to murder you. I am going to kill you. I am going to murder you. I am going to kill you. I am going to murder you. I am going to kill you. I am going to murder you. I am going to kill you. I am going to murder you. I am going to kill you. I am going to murder you. I am going to kill you. I am going to murder you. I am going to kill you. I am going to murder you. I am going to kill you. I am going to murder you. I am going to kill you. I am going to murder you. I am going to kill you. I am going to murder you. I am going to kill you. I am going to murder you. I am going to kill you. I am going to murder you. I am going to kill you. I am going to murder you. I am going to kill you. I am going to murder you. I am going to kill you. I am going to murder you. I am going to kill you. I am going to murder you. I am going to kill you. I am going to murder you. I am going to kill you. I am going to murder you. I am going to kill you. I am going to murder you. I am going to kill you. I am going to murder you. I am going to kill you. I am going to murder you. I am going to kill you. I am going to murder you. I am going to kill you. I am going to murder you. I am going to kill you. I am going to murder you. I am going to kill you. I am going to murder you. I am going to kill you. I am going to murder you. I am going to kill you. I am going to murder you. I am going to kill you. I am going to murder you. I am going to kill you. I am going to murder you. I am going to kill you. I am going to murder you. I am going to kill you. I am going to murder you. I am going to kill you. I am going to murder you. I am going to kill you. I am going to murder you. I am going to kill you. I am going to murder you. I am going to kill you. I am going to murder you. I am going to kill you. I am going to murder you. I am going to kill you. I am going to murder you. I am going to kill you. I am going to murder you. I am going to kill you. I am going to murder you. I am going to kill you. I am going to murder you. I am going to kill you. I am going to murder you. I am going to kill you. I am going to murder you. I am going to kill you. I am going to murder you. I am going to kill you. I am going to murder you. I am going to kill you. I am going to murder you. I am going to kill you. I am going to murder you. I am going to kill you. I am going to murder you. I am going to kill you. I am going to murder you. I am going to kill you. I am going t,1,1,1,1,0,0;;;;;;;;
9215,1888843edd5de5c6,SOME PEOLE ARE JUST FUKING COMPKETE ASSHOLE LIKE THE BITCHES WHO BLOCKED ME. I WAS BLOCKED BECAUS EI STARTED A TOPIC ON HIS PAGE ABOUT HOW I WAS FED UP WITH HIM SO IF UR READING THIS FUK U UP TH ASSHOLE WITH MY GIANT 200000 INCH DICK ASSHOLE,1,1,1,0,1,0;;;;;;;;
9288,18ac1b2fec428a63,he is a  real bastard  . he is a spy of Pinarayi and  doing work for  pinarayi  . oneday  the people  will realise this . Who he  is ? is he a  military officer to save the nation ? or a scientist ? or a farmer? who is he real bastard,1,1,1,0,1,0;;;;;;;;
"9305,18b8fb2e23b2aec0,""!";;;;;;;;
;;;;;;;;
Suck my DIHCK! Nihgga!;;;;;;;;
;;;;;;;;
"You don't want people to know the TRUTH about utorrant, you FAG"",1,1,1,0,1,0";;;;;;;;
9629,1980ca5528202b6b,fucking nob knight. Now fuck off and go vandalise something else fuck face,1,1,1,0,1,0;;;;;;;;
"9673,199912b2d9973a21,""FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU ATHEIST CUNT! FUCK YOU, YOU AT"",1,1,1,0,1,0";;;;;;;;
9705,19b5a4fbc24b0a8b,YOU ARE A DICK HEAD!!!!!!,1,1,1,0,1,0;;;;;;;;
10019,1a8afaad7cd0a4de,penis 8===D~~penis 8===D~~penis 8===D~~penis 8===D~~penis 8===D~~penis 8===D~~penis 8===D~~penis 8===D~~penis 8===D~~penis 8===D~~penis 8===D~~penis 8===D~~penis 8===D~~penis 8===D~~penis 8===D~~penis 8===D~~penis 8===D~~penis 8===D~~penis 8===D~~penis 8===D~~penis 8===D~~penis 8===D~~penis 8===D~~penis 8===D~~penis 8===D~~penis 8===D~~penis 8===D~~penis 8===D~~penis 8===D~~penis 8===D~~penis 8===D~~penis 8===D~~penis 8===D~~penis 8===D~~penis 8===D~~penis 8===D~~penis 8===D~~penis 8===D~~penis 8===D~~penis 8===D~~penis 8===D~~penis 8===D~~penis 8===D~~penis 8===D~~penis 8===D~~penis 8===D~~penis 8===D~~penis 8===D~~penis 8===D~~penis 8===D~~penis 8===D~~penis 8===D~~penis 8===D~~penis 8===D~~penis 8===D~~penis 8===D~~penis 8===D~~penis 8===D~~penis 8===D~~penis 8===D~~penis 8===D~~penis 8===D~~penis 8===D~~penis 8===D~~penis 8===D~~penis 8===D~~penis 8===D~~penis 8===D~~penis 8===D~~penis 8===D~~penis 8===D~~penis 8===D~~penis 8===D~~penis 8===D~~penis 8===D~~penis 8===D~~penis 8===D~~penis 8===D~~penis 8===D~~penis 8===D~~penis 8===D~~penis 8===D~~penis 8===D~~penis 8===D~~penis 8===D~~penis 8===D~~penis 8===D~~penis 8===D~~penis 8===D~~penis 8===D~~penis 8===D~~penis 8===D~~penis 8===D~~penis 8===D~~penis 8===D~~penis 8===D~~penis 8===D~~penis 8===D~~penis 8===D~~penis 8===D~~penis 8===D~~penis 8===D~~penis 8===D~~penis 8===D~~penis 8===D~~penis 8===D~~penis 8===D~~penis 8===D~~penis 8===D~~penis 8===D~~penis 8===D~~penis 8===D~~penis 8===D~~penis 8===D~~penis 8===D~~penis 8===D~~penis 8===D~~penis 8===D~~penis 8===D~~,1,1,1,0,0,0;;;;;;;;
"10194,1afa52bfba7feca0,""Yes, you are a faggot!!!! BITCH ASS MOTHERFUCKER!!!!! Yes, you are a faggot!!!! BITCH ASS MOTHERFUCKER!!!!! Yes, you are a faggot!!!! BITCH ASS MOTHERFUCKER!!!!! Yes, you are a faggot!!!! BITCH ASS MOTHERFUCKER!!!!!"",1,1,1,0,0,0";;;;;;;;
"10232,1b1263d141332d4c,""u fucking cunt";;;;;;;;
"revert smosh movie now or ill smosh your face in u prick"",1,1,1,0,1,0";;;;;;;;
"10363,1b66cadd638b8ca8,"".";;;;;;;;
;;;;;;;;
"fuck you. learn how to type a url correctly you jerkoff"",1,1,1,0,1,0";;;;;;;;
10385,1b7455c475386030,Fuck off you Paki bastard. Take your sad pathetic life somewhere else!,1,1,1,0,1,1;;;;;;;;
10813,1c96e8a4e320dfd4,sarah palin is an ass kissing mother fucking loser with a melon in her hair. she sucks eggs that are from her brain-yuck stupid!- she is a bitch there i said it she is a sucker with a big bitch thing and a bitchy attitude about life. she is horribly radical with religion she is a fucker stupid idiot with fucking shit in here face,1,1,1,0,1,1;;;;;;;;
"10892,1cc84b340259d6c6,""FUCK YOU ";;;;;;;;
;;;;;;;;
"70.17.2.2 Forever"",1,1,1,0,1,0";;;;;;;;
"10986,1d09ffd83a47d3a4,""Hi ";;;;;;;;
;;;;;;;;
"O FUCK YOU U MATHRFUKER BITCH IDIOOOOT NO BAN ME FROM EDIT I TELL TRUTH"",1,1,1,0,1,0";;;;;;;;
"11078,1d406aeab12ea527,""Fuck you.";;;;;;;;
;;;;;;;;
"'Fuck you in the ass.'"",1,1,1,0,1,0";;;;;;;;
11199,1da209d46cc7e5ac,Fuck you Sarcasticidealist i will kill you with my gun as well bitch ass motherfucker}},1,1,1,1,1,0;;;;;;;;
"11228,1db70396858d5da0,""wtf ";;;;;;;;
;;;;;;;;
"fuck this shit why the fuck wuld sum pussy liccking site be fucking offline? FUCK! 192.43.227.18"",1,1,1,0,0,0";;;;;;;;
11423,1e36253d959ca98d,could you quit being such a huge fucking loose butthole you stupid cunt.,1,1,1,0,1,0;;;;;;;;
"11458,1e4cb85bffbcb3c0,""thanks for watching wiki raid threads and ruining fun, dick faggot";;;;;;;;
thanks for watching wiki raid threads and ruining fun, dick faggot;;;;;;;;
thanks for watching wiki raid threads and ruining fun, dick faggot;;;;;;;;
thanks for watching wiki raid threads and ruining fun, dick faggot;;;;;;;;
thanks for watching wiki raid threads and ruining fun, dick faggot;;;;;;;;
thanks for watching wiki raid threads and ruining fun, dick faggot;;;;;;;;
thanks for watching wiki raid threads and ruining fun, dick faggot;;;;;;;;
thanks for watching wiki raid threads and ruining fun, dick faggot;;;;;;;;
thanks for watching wiki raid threads and ruining fun, dick faggot;;;;;;;;
thanks for watching wiki raid threads and ruining fun, dick faggot;;;;;;;;
thanks for watching wiki raid threads and ruining fun, dick faggot;;;;;;;;
thanks for watching wiki raid threads and ruining fun, dick faggot;;;;;;;;
thanks for watching wiki raid threads and ruining fun, dick faggot;;;;;;;;
thanks for watching wiki raid threads and ruining fun, dick faggot;;;;;;;;
thanks for watching wiki raid threads and ruining fun, dick faggot;;;;;;;;
thanks for watching wiki raid threads and ruining fun, dick faggot;;;;;;;;
thanks for watching wiki raid threads and ruining fun, dick faggot;;;;;;;;
thanks for watching wiki raid threads and ruining fun, dick faggot;;;;;;;;
thanks for watching wiki raid threads and ruining fun, dick faggot;;;;;;;;
thanks for watching wiki raid threads and ruining fun, dick faggot;;;;;;;;
thanks for watching wiki raid threads and ruining fun, dick faggot;;;;;;;;
thanks for watching wiki raid threads and ruining fun, dick faggot;;;;;;;;
thanks for watching wiki raid threads and ruining fun, dick faggot;;;;;;;;
thanks for watching wiki raid threads and ruining fun, dick faggot;;;;;;;;
thanks for watching wiki raid threads and ruining fun, dick faggot;;;;;;;;
thanks for watching wiki raid threads and ruining fun, dick faggot;;;;;;;;
thanks for watching wiki raid threads and ruining fun, dick faggot;;;;;;;;
thanks for watching wiki raid threads and ruining fun, dick faggot;;;;;;;;
thanks for watching wiki raid threads and ruining fun, dick faggot;;;;;;;;
thanks for watching wiki raid threads and ruining fun, dick faggot;;;;;;;;
thanks for watching wiki raid threads and ruining fun, dick faggot;;;;;;;;
thanks for watching wiki raid threads and ruining fun, dick faggot;;;;;;;;
thanks for watching wiki raid threads and ruining fun, dick faggot;;;;;;;;
thanks for watching wiki raid threads and ruining fun, dick faggot;;;;;;;;
thanks for watching wiki raid threads and ruining fun, dick faggot;;;;;;;;
thanks for watching wiki raid threads and ruining fun, dick faggot;;;;;;;;
thanks for watching wiki raid threads and ruining fun, dick faggot;;;;;;;;
thanks for watching wiki raid threads and ruining fun, dick faggot;;;;;;;;
thanks for watching wiki raid threads and ruining fun, dick faggot;;;;;;;;
thanks for watching wiki raid threads and ruining fun, dick faggot;;;;;;;;
thanks for watching wiki raid threads and ruining fun, dick faggot;;;;;;;;
thanks for watching wiki raid threads and ruining fun, dick faggot;;;;;;;;
thanks for watching wiki raid threads and ruining fun, dick faggot;;;;;;;;
thanks for watching wiki raid threads and ruining fun, dick faggot;;;;;;;;
thanks for watching wiki raid threads and ruining fun, dick faggot;;;;;;;;
thanks for watching wiki raid threads and ruining fun, dick faggot;;;;;;;;
thanks for watching wiki raid threads and ruining fun, dick faggot;;;;;;;;
thanks for watching wiki raid threads and ruining fun, dick faggot;;;;;;;;
thanks for watching wiki raid threads and ruining fun, dick faggot;;;;;;;;
thanks for watching wiki raid threads and ruining fun, dick faggot;;;;;;;;
thanks for watching wiki raid threads and ruining fun, dick faggot;;;;;;;;
thanks for watching wiki raid threads and ruining fun, dick faggot;;;;;;;;
thanks for watching wiki raid threads and ruining fun, dick faggot;;;;;;;;
thanks for watching wiki raid threads and ruining fun, dick faggot;;;;;;;;
thanks for watching wiki raid threads and ruining fun, dick faggot;;;;;;;;
thanks for watching wiki raid threads and ruining fun, dick faggot;;;;;;;;
thanks for watching wiki raid threads and ruining fun, dick faggot;;;;;;;;
thanks for watching wiki raid threads and ruining fun, dick faggot;;;;;;;;
thanks for watching wiki raid threads and ruining fun, dick faggot;;;;;;;;
thanks for watching wiki raid threads and ruining fun, dick faggot;;;;;;;;
thanks for watching wiki raid threads and ruining fun, dick faggot;;;;;;;;
thanks for watching wiki raid threads and ruining fun, dick faggot;;;;;;;;
thanks for watching wiki raid threads and ruining fun, dick faggot;;;;;;;;
thanks for watching wiki raid threads and ruining fun, dick faggot;;;;;;;;
thanks for watching wiki raid threads and ruining fun, dick faggot;;;;;;;;
thanks for watching wiki raid threads and ruining fun, dick faggot;;;;;;;;
thanks for watching wiki raid threads and ruining fun, dick faggot;;;;;;;;
thanks for watching wiki raid threads and ruining fun, dick faggot;;;;;;;;
"thanks for watching wiki raid thread"",1,1,1,0,0,0";;;;;;;;
11632,1ebb5538a208894d,Fucking administrators DAMN YOOOOOOOOOOOOOOOOUUUUUUUUUUUUUUUUUUUUUU,1,1,1,0,1,0;;;;;;;;
11699,1ef097f8808fce67,burn in hell motherfucker,1,1,1,1,1,0;;;;;;;;
"11726,1effa1c3a8e4f637,""Toys/Pram eh ? Being persecuted by the big bad English again, awww diddums. Grow up you big fucking baby."",1,1,1,0,1,0";;;;;;;;
"11796,1f31848ca28571da,""==U R GAY== ";;;;;;;;
;;;;;;;;
